date,PRCP,station,SNOW,SNWD,TMAX,TMIN,WT16,WT01,WT03,WT18,WT05,WT08,TSUN,WT02,PGTM,AWND,FMTM,WT07,WDF2,WDF5,WSF2,WSF5,WT13,TAVG
1960-10-25T00:00:00,0.95,GHCND:USW00013967,0.0,0.0,66.0,61.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1960-10-26T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,73.0,51.0,,1.0,,,,,,,,,,,,,,,,
1960-10-27T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,73.0,50.0,1.0,1.0,,,,,,,,,,,,,,,,
1960-10-28T00:00:00,0.8,GHCND:USW00013967,0.0,0.0,71.0,60.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1960-10-29T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,71.0,59.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1960-10-30T00:00:00,0.02,GHCND:USW00013967,0.0,0.0,59.0,40.0,1.0,1.0,,,,,,,,,,,,,,,,
1960-10-31T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,66.0,38.0,,,,,,,,,,,,,,,,,,
1960-11-01T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,74.0,44.0,,,,,,,,,,,,,,,,,,
1960-11-02T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,64.0,43.0,,,,,,,,,,,,,,,,,,
1960-11-03T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,65.0,39.0,,,,,,,,,,,,,,,,,,
1960-11-04T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,72.0,49.0,,,,,,,,,,,,,,,,,,
1960-11-05T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,54.0,41.0,1.0,,,,,,,,,,,,,,,,,
1960-11-06T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,59.0,38.0,,,,,,,,,,,,,,,,,,
1960-11-07T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,55.0,32.0,1.0,,,,,,,,,,,,,,,,,
1960-11-08T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,66.0,46.0,1.0,,,,,,,,,,,,,,,,,
1960-11-09T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,48.0,27.0,1.0,,,,,,,,,,,,,,,,,
1960-11-10T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,46.0,23.0,,,,,,,,,,,,,,,,,,
1960-11-11T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,61.0,28.0,,,,,,,,,,,,,,,,,,
1960-11-12T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,72.0,42.0,,,,,,,,,,,,,,,,,,
1960-11-13T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,76.0,58.0,,,,,,,,,,,,,,,,,,
1960-11-14T00:00:00,0.03,GHCND:USW00013967,0.0,0.0,76.0,58.0,1.0,1.0,,,,,,,,,,,,,,,,
1960-11-15T00:00:00,0.05,GHCND:USW00013967,0.0,0.0,76.0,52.0,1.0,,,,,,,,,,,,,,,,,
1960-11-16T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,61.0,40.0,,,,,,,,,,,,,,,,,,
1960-11-17T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,66.0,38.0,,,,,,,,,,,,,,,,,,
1960-11-18T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,64.0,38.0,,,,,,,,,,,,,,,,,,
1960-11-19T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,68.0,39.0,,,,,,,,,,,,,,,,,,
1960-11-20T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,58.0,42.0,,,,,,,,,,,,,,,,,,
1960-11-21T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,61.0,38.0,,,,,,,,,,,,,,,,,,
1960-11-22T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,61.0,36.0,1.0,1.0,,,,,,,,,,,,,,,,
1960-11-23T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,56.0,30.0,,,,,,,,,,,,,,,,,,
1960-11-24T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,68.0,32.0,,,,,,,,,,,,,,,,,,
1960-11-25T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,74.0,42.0,,1.0,,,,,,,,,,,,,,,,
1960-11-26T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,71.0,49.0,,,,,,,,,,,,,,,,,,
1960-11-27T00:00:00,0.16,GHCND:USW00013967,0.0,0.0,73.0,56.0,1.0,,,,,,,,,,,,,,,,,
1960-11-28T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,59.0,32.0,,,,,,,,,,,,,,,,,,
1960-11-29T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,42.0,28.0,,,,,,,,,,,,,,,,,,
1960-11-30T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,50.0,24.0,,,,,,,,,,,,,,,,,,
1960-12-01T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,50.0,26.0,,,,,,,,,,,,,,,,,,
1960-12-02T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,52.0,31.0,,,,,,,,,,,,,,,,,,
1960-12-03T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,58.0,40.0,1.0,,,,,,,,,,,,,,,,,
1960-12-04T00:00:00,0.42,GHCND:USW00013967,0.0,0.0,62.0,48.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1960-12-05T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,58.0,39.0,,,,,,,,,,,,,,,,,,
1960-12-06T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,42.0,30.0,,,,,,,,,,,,,,,,,,
1960-12-07T00:00:00,0.28,GHCND:USW00013967,0.0,0.0,38.0,31.0,1.0,,,,,,,,,,,,,,,,,
1960-12-08T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,42.0,29.0,1.0,,,,,,,,,,,,,,,,,
1960-12-09T00:00:00,0.07,GHCND:USW00013967,0.0,0.0,38.0,26.0,1.0,,,,,,,,,,,,,,,,,
1960-12-10T00:00:00,1.06,GHCND:USW00013967,2.5,0.0,33.0,31.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
1960-12-11T00:00:00,0.1,GHCND:USW00013967,1.0,3.0,33.0,31.0,,1.0,,1.0,,,,,,,,,,,,,,
1960-12-12T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,34.0,24.0,,,,,,,,,,,,,,,,,,
1960-12-13T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,34.0,20.0,,1.0,,1.0,,,,,,,,,,,,,,
1960-12-14T00:00:00,0.14,GHCND:USW00013967,1.6,2.0,41.0,31.0,,1.0,,1.0,,,,,,,,,,,,,,
1960-12-15T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,42.0,28.0,,,,,,,,,,,,,,,,,,
1960-12-16T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,48.0,22.0,,,,,,,,,,,,,,,,,,
1960-12-17T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,47.0,27.0,,,,,,,,,,,,,,,,,,
1960-12-18T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,55.0,29.0,,,,,,,,,,,,,,,,,,
1960-12-19T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,58.0,30.0,,1.0,,,,,,,,,,,,,,,,
1960-12-20T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,44.0,22.0,,,,,,,,,,,,,,,,,,
1960-12-21T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,27.0,19.0,,,,1.0,,,,,,,,,,,,,,
1960-12-22T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,33.0,20.0,,,,1.0,,,,,,,,,,,,,,
1960-12-23T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,51.0,24.0,,,,,,,,,,,,,,,,,,
1960-12-24T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,62.0,34.0,,,,,,,,,,,,,,,,,,
1960-12-25T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,66.0,40.0,,,,,,,,,,,,,,,,,,
1960-12-26T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,48.0,31.0,,,,,,,,,,,,,,,,,,
1960-12-27T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,39.0,28.0,1.0,1.0,,,,,,,,,,,,,,,,
1960-12-28T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,35.0,32.0,1.0,1.0,,,,,,,,,,,,,,,,
1960-12-29T00:00:00,0.09,GHCND:USW00013967,0.0,0.0,44.0,29.0,1.0,1.0,,,,,,,,,,,,,,,,
1960-12-30T00:00:00,0.01,GHCND:USW00013967,0.0,0.0,50.0,25.0,1.0,,,,,,,,,,,,,,,,,
1961-10-01T00:00:00,0.03,GHCND:USW00013967,0.0,0.0,68.0,45.0,1.0,,,,,,,,,,,,,,,,,
1961-10-02T00:00:00,0.13,GHCND:USW00013967,0.0,0.0,66.0,48.0,1.0,,,,,,,,,,,,,,,,,
1961-10-03T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,74.0,47.0,,,,,,,,,,,,,,,,,,
1961-10-04T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,78.0,48.0,,,,,,,,,,,,,,,,,,
1961-10-05T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,77.0,54.0,,,,,,,,,,,,,,,,,,
1961-10-06T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,73.0,48.0,,,,,,,,,,,,,,,,,,
1961-10-07T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,80.0,55.0,,,,,,,,,,,,,,,,,,
1961-10-08T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,85.0,62.0,,,,,,,,,,,,,,,,,,
1961-10-09T00:00:00,2.09,GHCND:USW00013967,0.0,0.0,73.0,64.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-10-10T00:00:00,0.54,GHCND:USW00013967,0.0,0.0,80.0,58.0,1.0,,,,,,,,,,,,,,,,,
1961-10-11T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,81.0,54.0,,1.0,,,,,,,,,,,,,,,,
1961-10-12T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,86.0,69.0,,1.0,1.0,,,,,,,,,,,,,,,
1961-10-13T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,76.0,57.0,1.0,,1.0,,,,,,,,,,,,,,,
1961-10-14T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,71.0,51.0,,,,,,,,,,,,,,,,,,
1961-10-15T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,75.0,49.0,,,,,,,,,,,,,,,,,,
1961-10-16T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,78.0,51.0,,,,,,,,,,,,,,,,,,
1961-10-17T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,78.0,52.0,,,,,,,,,,,,,,,,,,
1961-10-18T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,80.0,51.0,,,,,,,,,,,,,,,,,,
1961-10-19T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,63.0,40.0,,,,,,,,,,,,,,,,,,
1961-10-20T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,71.0,40.0,,,,,,,,,,,,,,,,,,
1961-10-21T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,78.0,46.0,,,,,,,,,,,,,,,,,,
1961-10-22T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,82.0,54.0,1.0,,,,,,,,,,,,,,,,,
1961-10-23T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,71.0,53.0,,,,,,,,,,,,,,,,,,
1961-10-24T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,81.0,48.0,,1.0,1.0,,,,,,,,,,,,,,,
1961-10-25T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,67.0,43.0,,,,,,,,,,,,,,,,,,
1961-10-26T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,65.0,37.0,,,,,,,,,,,,,,,,,,
1961-10-27T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,66.0,45.0,1.0,,,,,,,,,,,,,,,,,
1961-10-28T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,76.0,65.0,1.0,,,,,,,,,,,,,,,,,
1961-10-29T00:00:00,0.01,GHCND:USW00013967,0.0,0.0,74.0,67.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-10-30T00:00:00,0.04,GHCND:USW00013967,0.0,0.0,68.0,53.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-10-31T00:00:00,0.02,GHCND:USW00013967,0.0,0.0,60.0,53.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-11-01T00:00:00,1.05,GHCND:USW00013967,0.0,0.0,74.0,54.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1961-11-02T00:00:00,0.96,GHCND:USW00013967,0.0,0.0,66.0,33.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1961-11-03T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,47.0,29.0,,,,,,,,,,,,,,,,,,
1961-11-04T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,63.0,34.0,,,,,,,,,,,,,,,,,,
1961-11-05T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,43.0,33.0,,,,,,,,,,,,,,,,,,
1961-11-06T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,45.0,30.0,,,,,,,,,,,,,,,,,,
1961-11-07T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,58.0,32.0,,,,,,,,,,,,,,,,,,
1961-11-08T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,56.0,33.0,,,,,,,,,,,,,,,,,,
1961-11-09T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,61.0,37.0,,,,,,,,,,,,,,,,,,
1961-11-10T00:00:00,0.07,GHCND:USW00013967,0.0,0.0,67.0,45.0,1.0,,,,,,,,,,,,,,,,,
1961-11-11T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,74.0,53.0,,,,,,,,,,,,,,,,,,
1961-11-12T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,76.0,53.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-11-13T00:00:00,0.13,GHCND:USW00013967,0.0,0.0,54.0,40.0,1.0,,,,,,,,,,,,,,,,,
1961-11-14T00:00:00,0.06,GHCND:USW00013967,0.0,0.0,46.0,38.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-11-15T00:00:00,0.88,GHCND:USW00013967,0.0,0.0,49.0,41.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-11-16T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,47.0,32.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-11-17T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,47.0,28.0,,,,,,,,,,,,,,,,,,
1961-11-18T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,49.0,37.0,,,,,,,,,,,,,,,,,,
1961-11-19T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,41.0,36.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-11-20T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,49.0,38.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-11-21T00:00:00,0.6,GHCND:USW00013967,0.0,0.0,51.0,45.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1961-11-22T00:00:00,0.06,GHCND:USW00013967,0.0,0.0,51.0,39.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1961-11-23T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,66.0,33.0,,,,,,,,,,,,,,,,,,
1961-11-24T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,70.0,40.0,,,,,,,,,,,,,,,,,,
1961-11-25T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,70.0,45.0,,,,,,,,,,,,,,,,,,
1961-11-26T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,67.0,44.0,,,,,,,,,,,,,,,,,,
1961-11-27T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,44.0,36.0,,1.0,,,,,,,,,,,,,,,,
1961-11-28T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,38.0,32.0,,,,,,,,,,,,,,,,,,
1961-11-29T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,43.0,27.0,,1.0,,,,,,,,,,,,,,,,
1961-11-30T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,51.0,32.0,1.0,,,,,,,,,,,,,,,,,
1961-12-01T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,63.0,39.0,,1.0,,,,,,,,,,,,,,,,
1961-12-02T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,52.0,41.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-12-03T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,67.0,52.0,,1.0,,,,,,,,,,,,,,,,
1961-12-04T00:00:00,0.11,GHCND:USW00013967,0.0,0.0,64.0,45.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-12-05T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,53.0,34.0,,,,,,,,,,,,,,,,,,
1961-12-06T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,55.0,36.0,,,,,,,,,,,,,,,,,,
1961-12-07T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,45.0,32.0,,,,,,,,,,,,,,,,,,
1961-12-08T00:00:00,0.17,GHCND:USW00013967,0.0,0.0,40.0,35.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
1961-12-09T00:00:00,0.06,GHCND:USW00013967,0.0,0.0,47.0,28.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
1961-12-10T00:00:00,0.18,GHCND:USW00013967,0.6,1.0,28.0,20.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
1961-12-11T00:00:00,0.03,GHCND:USW00013967,0.2,0.0,21.0,12.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
1961-12-12T00:00:00,0.0,GHCND:USW00013967,0.0,1.0,21.0,7.0,,,,,,,,,,,,,,,,,,
1961-12-13T00:00:00,0.0,GHCND:USW00013967,0.0,1.0,30.0,10.0,,,,,,,,,,,,,,,,,,
1961-12-14T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,39.0,26.0,,,,,,,,,,,,,,,,,,
1961-12-15T00:00:00,0.01,GHCND:USW00013967,0.0,0.0,33.0,29.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-12-16T00:00:00,0.45,GHCND:USW00013967,0.0,0.0,43.0,32.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1961-12-17T00:00:00,0.03,GHCND:USW00013967,0.0,0.0,38.0,35.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-12-18T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,42.0,32.0,1.0,1.0,,,,,,,,,,,,,,,,
1961-12-19T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,35.0,23.0,,,,,,,,,,,,,,,,,,
1961-12-20T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,48.0,22.0,,,,,,,,,,,,,,,,,,
1961-12-21T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,58.0,30.0,,,,,,,,,,,,,,,,,,
1961-12-22T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,49.0,32.0,,,,,,,,,,,,,,,,,,
1961-12-23T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,41.0,26.0,,,,,,,,,,,,,,,,,,
1961-12-24T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,45.0,23.0,,,,,,,,,,,,,,,,,,
1961-12-25T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,61.0,30.0,,,,,,,,,,,,,,,,,,
1961-12-26T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,55.0,32.0,,,,,,,,,,,,,,,,,,
1961-12-27T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,45.0,26.0,,,,,,,,,,,,,,,,,,
1961-12-28T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,38.0,23.0,,,,,,,,,,,,,,,,,,
1961-12-29T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,39.0,17.0,,,,,,,,,,,,,,,,,,
1961-12-30T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,51.0,24.0,,,,,,,,,,,,,,,,,,
1962-10-01T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,65.0,50.0,,,,,,,,,,,,,,,,,,
1962-10-02T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,66.0,51.0,1.0,,1.0,,,,,,,,,,,,,,,
1962-10-03T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,72.0,49.0,,1.0,,,,,,,,,,,,,,,,
1962-10-04T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,85.0,57.0,,,,,,,,,,,,,,,,,,
1962-10-05T00:00:00,0.3,GHCND:USW00013967,0.0,0.0,76.0,66.0,1.0,1.0,,,,,,,,,,,,,,,,
1962-10-06T00:00:00,0.05,GHCND:USW00013967,0.0,0.0,89.0,66.0,1.0,,1.0,,,,,,,,,,,,,,,
1962-10-07T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,82.0,60.0,,,,,,,,,,,,,,,,,,
1962-10-08T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,84.0,55.0,,,,,,,,,,,,,,,,,,
1962-10-09T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,82.0,57.0,,1.0,,,,,,,,,,,,,,,,
1962-10-10T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,87.0,66.0,,1.0,,,,,,,,,,,,,,,,
1962-10-11T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,92.0,69.0,,,,,,,,,,,,,,,,,,
1962-10-12T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,90.0,68.0,,,,,,,,,,,,,,,,,,
1962-10-13T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,87.0,68.0,,,,,,,,,,,,,,,,,,
1962-10-14T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,90.0,67.0,,,,,,,,,,,,,,,,,,
1962-10-15T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,92.0,65.0,,,,,,,,,,,,,,,,,,
1962-10-16T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,72.0,57.0,,,,,,,,,,,,,,,,,,
1962-10-17T00:00:00,0.6,GHCND:USW00013967,0.0,0.0,63.0,55.0,1.0,,1.0,,,,,,,,,,,,,,,
1962-10-18T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,72.0,57.0,,,,,,,,,,,,,,,,,,
1962-10-19T00:00:00,0.17,GHCND:USW00013967,0.0,0.0,71.0,60.0,1.0,1.0,,,,,,,,,,,,,,,,
1962-10-20T00:00:00,0.49,GHCND:USW00013967,0.0,0.0,67.0,54.0,1.0,,1.0,,,,,,,,,,,,,,,
1962-10-21T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,73.0,45.0,,,,,,,,,,,,,,,,,,
1962-10-22T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,82.0,52.0,,,,,,,,,,,,,,,,,,
1962-10-23T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,60.0,48.0,,,,,,,,,,,,,,,,,,
1962-10-24T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,66.0,40.0,,,,,,,,,,,,,,,,,,
1962-10-25T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,54.0,37.0,,,,,,,,,,,,,,,,,,
1962-10-26T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,74.0,38.0,,,,,,,,,,,,,,,,,,
1962-10-27T00:00:00,0.05,GHCND:USW00013967,0.0,0.0,79.0,51.0,1.0,,1.0,,,,,,,,,,,,,,,
1962-10-28T00:00:00,0.77,GHCND:USW00013967,0.0,0.0,64.0,52.0,1.0,,1.0,,,,,,,,,,,,,,,
1962-10-29T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,61.0,44.0,1.0,,,,,,,,,,,,,,,,,
1962-10-30T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,67.0,39.0,,,,,,,,,,,,,,,,,,
1962-10-31T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,63.0,38.0,,,,,,,,,,,,,,,,,,
1962-11-01T00:00:00,0.0,GHCND:USW00013967,0.0,0.0,63.0,46.0,1.0,,,,,,,,,,,,,,,,,
